Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Categories
45;18555;Journal of Cell Biology;journal;15408140,00219530;9.988;Q1;405;Cell Biology (Q1),Medicine (miscellaneous) (Q1)
46;15847;New England Journal of Medicine;journal;284793,15334406;9.888;Q1;1130;Medicine (miscellaneous) (Q1)
47;21191;Pharmacological Reviews;journal;15210081,00317000;9.872;Q1;247;Molecular Medicine (Q1),Pharmacology (Q1)
48;120008;Annual Review of Physiology;journal;664278,15451585;9.804;Q1;228;Physiology (Q1)
49;17435;EMBO Journal;journal;2614189,14602075;9.772;Q1;417;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1),Neuroscience (miscellaneous) (Q1)
50;14816;Trends in Biochemical Sciences;journal;13624326,03765067,09680004;9.686;Q1;292;Biochemistry (Q1),Molecular Biology (Q1)
51;4100151532;Advances in Experimental Social Psychology;book series;652601;9.664;Q1;96;Social Psychology (Q1)
52;19614;Annual Review of Microbiology;journal;664227,15453251;9.449;Q1;206;Microbiology (Q1)
53;17814;Materials Science and Engineering: R: Reports;journal;0927796X;9.352;Q1;159;Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
54;28978;Journal of Economic Growth;journal;15737020,13814340;9.219;Q1;95;Economics and Econometrics (Q1)
55;26769;Astrophysical Journal,Supplement Series;journal;15384365,00670050;9.197;Q1;262;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
56;22080;Current Opinion in Genetics and Development;journal;0959437X,18790380;9.179;Q1;197;Developmental Biology (Q1),Genetics (Q1)
57;24379;Journal of Financial Economics;journal;0304405X;8.860;Q1;289;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1),Strategy and Management (Q1)
58;17436;Nature Neuroscience;journal;10976256,15461730;8.852;Q1;460;Neuroscience (miscellaneous) (Q1)
59;80280;Biochimica et Biophysica Acta - Reviews on Cancer;journal;0304419X;8.629;Q1;151;Cancer Research (Q1),Genetics (Q1),Oncology (Q1)
60;26555;Annual Review of Physical Chemistry;journal;0066426X,15451593;8.272;Q1;180;Physical and Theoretical Chemistry (Q1)
61;22657;Accounts of Chemical Research;journal;14842,15204898;8.240;Q1;436;Chemistry (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
62;110325;Annual Review of Ecology,Evolution,and Systematics;book series;1543592X;8.169;Q1;234;Ecology (Q1),Ecology,Evolution,Behavior and Systematics (Q1)
63;12010;Annual Review of Psychology;journal;664308,15452085;8.128;Q1;266;Psychology (miscellaneous) (Q1)
64;12394;Nature Structural and Molecular Biology;journal;15459993,15459990;8.122;Q1;292;Molecular Biology (Q1),Structural Biology (Q1)
65;4000151805;Foundations and Trends in Communications and Information Theory;journal;15672190,15672330;8.115;Q1;28;Applied Mathematics (Q1),Computer Networks and Communications (Q1)
66;21100228547;JAMA Psychiatry;journal;21686238,2168622X;8.094;Q1;394;Medicine (miscellaneous) (Q1),Psychiatry and Mental Health (Q1)
67;22214;Genome Research;journal;15495469,10889050;7.935;Q1;319;Genetics (Q1),Genetics (clinical) (Q1)
68;23350;Chemical Society Reviews;journal;3060012,14604744;7.834;Q1;595;Chemistry (miscellaneous) (Q1)
69;16594;Plant Cell;journal;1532298X,10404651;7.775;Q1;380;Cell Biology (Q1),Plant Science (Q1)
70;19049;Trends in Genetics;journal;1689525,13624555;7.773;Q1;237;Genetics (Q1)
71;13461;Psychological Methods;journal;1082989X,19391463;7.759;Q1;172;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
72;24025;Progress in Neurobiology;journal;18735118,03010080;7.667;Q1;249;Neuroscience (miscellaneous) (Q1)
73;20425;Nature Reviews Drug Discovery;journal;14741784,14741780;7.654;Q1;370;Drug Discovery (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1)
74;14913;Quarterly Reviews of Biophysics;journal;335835,14698994;7.645;Q1;105;Biophysics (Q1)
75;21708;Annual Review of Genomics and Human Genetics;journal;15278204,1545293X;7.563;Q1;126;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
76;15870;Journal of Clinical Investigation;journal;219738,15588238;7.543;Q1;527;Medicine (miscellaneous) (Q1)
77;19900192103;Astrophysical Journal Letters;journal;20418213,20418210;7.524;Q1;184;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
78;21677;American Journal of Human Genetics;journal;15376605,00029300;7.381;Q1;321;Genetics (Q1),Genetics (clinical) (Q1)
79;12500154701;Advances in Atomic,Molecular and Optical Physics;book series;1049250X;7.242;Q1;57;Electronic,Optical and Magnetic Materials (Q1),Statistical and Nonlinear Physics (Q1)
80;26465;Progress in Polymer Science;journal;796700;7.242;Q1;313;Ceramics and Composites (Q1),Materials Chemistry (Q1),Organic Chemistry (Q1),Polymers and Plastics (Q1),Surfaces and Interfaces (Q1)
81;29229;Physics Reports;journal;3701573;7.239;Q1;306;Physics and Astronomy (miscellaneous) (Q1)
82;12977;PLoS Biology;journal;15449173,15457890;7.087;Q1;293;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Neuroscience (miscellaneous) (Q1)
83;14531;Development (Cambridge);journal;14779129,09501990;7.076;Q1;349;Developmental Biology (Q1),Molecular Biology (Q1)
84;18991;Nature Reviews Genetics;journal;14710056,14710060;7.069;Q1;406;Genetics (Q1),Genetics (clinical) (Q1),Molecular Biology (Q1)
85;20206;Academy of Management Review;journal;3637425;7.064;Q1;293;Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
86;21121;Proceedings of the National Academy of Sciences of the United States of America;journal;10916490,00278420;6.940;Q1;838;Multidisciplinary (Q1)
87;17400;Current Opinion in Structural Biology;journal;1879033X,0959440X;6.916;Q1;213;Molecular Biology (Q1),Structural Biology (Q1)
88;17854;Nature Materials;journal;14764660,14761120;6.911;Q1;533;Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1)
89;14992;Current Opinion in Neurobiology;journal;9594388,18736882;6.849;Q1;242;Neuroscience (miscellaneous) (Q1)
90;17853;Nano Letters;journal;15306992,15306980;6.833;Q1;531;Bioengineering (Q1),Chemistry (miscellaneous) (Q1),Condensed Matter Physics (Q1),Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Nanoscience and Nanotechnology (Q1)
91;17555;Journal of Monetary Economics;journal;3043932;6.831;Q1;142;Economics and Econometrics (Q1),Finance (Q1)
92;16161;Review of Financial Studies;journal;14657368,08939450;6.803;Q1;218;Accounting (Q1),Economics and Econometrics (Q1),Finance (Q1)
93;16036;Administrative Science Quarterly;journal;18392,19303815;6.794;Q1;201;Arts and Humanities (miscellaneous) (Q1),Public Administration (Q1),Sociology and Political Science (Q1)
94;14150;Molecular and Cellular Biology;journal;2707306,10985549;6.776;Q1;347;Cell Biology (Q1),Molecular Biology (Q1)
95;12402;MIS Quarterly: Management Information Systems;journal;2767783,21629730;6.752;Q1;257;Computer Science Applications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Management Information Systems (Q1)
96;28599;Reviews of Geophysics;journal;87551209;6.657;Q1;180;Geophysics (Q1)
97;14365;Trends in Ecology and Evolution;journal;1695347,18728383;6.634;Q1;370;Ecology,Evolution,Behavior and Systematics (Q1)
98;85291;JAMA - Journal of the American Medical Association;journal;15383598,00987484,00029955;6.517;Q1;739;Medicine (miscellaneous) (Q1)
99;18797;Current Opinion in Immunology;journal;9527915;6.515;Q1;204;Immunology (Q1),Immunology and Allergy (Q1)
100;29709;Reports on Progress in Physics;journal;13616633,00344890;6.369;Q1;237;Medicine (miscellaneous) (Q1),Physics and Astronomy (miscellaneous) (Q1)
101;22581;Circulation;journal;97322,15244539;6.354;Q1;654;Cardiology and Cardiovascular Medicine (Q1),Physiology (medical) (Q1)
102;22951;Journal of Marketing;journal;15477185,00222430;6.344;Q1;268;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
103;24668;Journal of the American Mathematical Society;journal;10886834,08940350;6.273;Q1;104;Applied Mathematics (Q1),Mathematics (miscellaneous) (Q1)
104;21365;Trends in Immunology;journal;14714906,14714980;6.186;Q1;245;Immunology (Q1),Immunology and Allergy (Q1)
105;18605;Molecular Biology of the Cell;journal;10591524,19394590;6.119;Q1;240;Cell Biology (Q1),Molecular Biology (Q1)
106;19939;Trends in Neurosciences;journal;03785912,01662236,1878108X;6.092;Q1;311;Neuroscience (miscellaneous) (Q1)
107;14305;Systematic Biology;journal;1076836X,10635157;6.037;Q1;196;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1)
108;12459;Journal of the National Cancer Institute;journal;14602105,00278870;6.031;Q1;377;Cancer Research (Q1),Oncology (Q1)
109;22697;American Economic Review;journal;28282;6.028;Q1;337;Economics and Econometrics (Q1)
110;17437;Nature Reviews Neuroscience;journal;14710048,1471003X;6.000;Q1;455;Neuroscience (miscellaneous) (Q1)
111;15537;Current Biology;journal;18790445,09609820;5.970;Q1;347;Agricultural and Biological Sciences (miscellaneous) (Q1),Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
112;20313;Nature Reviews Microbiology;journal;17401534,17401530;5.965;Q1;349;Immunology and Microbiology (miscellaneous)  (Q1)
113;16764;Journal of Neuroscience;journal;2706474,15292401;5.920;Q1;488;Neuroscience (miscellaneous) (Q1)
114;20810;Immunological Reviews;journal;01052896,1600065X;5.864;Q1;243;Immunology (Q1),Immunology and Allergy (Q1)
115;19881;Advanced Materials;journal;9359648,15214095;5.826;Q1;605;Materials Science (miscellaneous) (Q1),Mechanical Engineering (Q1),Mechanics of Materials (Q1),Nanoscience and Nanotechnology (Q1)
116;27498;Annual Review of Medicine;journal;1545326X,00664219;5.793;Q1;174;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Medicine (miscellaneous) (Q1)
117;19133;Annual Review of Entomology;journal;664170,15454487;5.733;Q1;217;Ecology,Evolution,Behavior and Systematics (Q1),Insect Science (Q1)
118;20110;NBER Macroeconomics Annual;book series;15372642,08893370;5.629;Q1;68;Economics and Econometrics (Q1)
119;28690;Advances in Cancer Research;journal;0065230X;5.606;Q1;103;Cancer Research (Q1),Oncology (Q1)
120;17924;Current Opinion in Plant Biology;journal;18790356,13695270;5.605;Q1;223;Plant Science (Q1)
121;26704;Astronomical Journal;journal;46256,15383881;5.598;Q1;259;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
122;22401;Journal of the American College of Cardiology;journal;15583597,07351100;5.596;Q1;472;Cardiology and Cardiovascular Medicine (Q1)
123;22266;Human Molecular Genetics;journal;14602083,09646910;5.575;Q1;294;Genetics (Q1),Genetics (clinical) (Q1),Medicine (miscellaneous) (Q1),Molecular Biology (Q1)
124;23063;Circulation Research;journal;97330,15244571;5.554;Q1;369;Cardiology and Cardiovascular Medicine (Q1),Physiology (Q1)
125;13531;Journal of the Royal Statistical Society,Series B: Statistical Methodology;journal;14679868,13697410;5.551;Q1;140;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
126;13839;Annual Review of Fluid Mechanics;book series;15454479,00664190;5.548;Q1;207;Condensed Matter Physics (Q1)
127;24032;Reviews of Physiology Biochemistry and Pharmacology;journal;16175786,03034240;5.545;Q1;69;Biochemistry (Q1),Medicine (miscellaneous) (Q1),Pharmacology (Q1),Physiology (Q1),Physiology (medical) (Q1)
128;13443;Psychological Bulletin;journal;332909,19391455;5.513;Q1;345;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
129;20191;Academy of Management Journal;journal;14273;5.467;Q1;358;Business and International Management (Q1),Business,Management and Accounting (miscellaneous) (Q1),Management of Technology and Innovation (Q1),Strategy and Management (Q1)
130;20497;Annual Review of Materials Research;book series;15317331,15454120;5.449;Q1;173;Materials Science (miscellaneous) (Q1)
131;28677;Living Reviews in Relativity;journal;14338351,23673610;5.446;Q1;92;Physics and Astronomy (miscellaneous) (Q1)
132;23038;ACM Computing Surveys;journal;3600300,15577341;5.385;Q1;190;Computer Science (miscellaneous) (Q1),Theoretical Computer Science (Q1)
133;21359;Seminars in Immunology;journal;10445323,10963620;5.385;Q1;141;Immunology (Q1),Immunology and Allergy (Q1)
134;18556;Journal of Cell Science;journal;14779137,00219530;5.379;Q1;298;Cell Biology (Q1)
135;15574;Information Systems Research;journal;15265536,10477050;5.347;Q1;177;Computer Networks and Communications (Q1),Information Systems (Q1),Information Systems and Management (Q1),Library and Information Sciences (Q1),Management Information Systems (Q1)
136;19017;RNA;journal;13558382,14699000;5.335;Q1;187;Molecular Biology (Q1)
137;16115;Nature Biotechnology;journal;15461696,10870160;5.333;Q1;491;Applied Microbiology and Biotechnology (Q1),Bioengineering (Q1),Biomedical Engineering (Q1),Biotechnology (Q1),Molecular Medicine (Q1)
138;17421;Cytokine and Growth Factor Reviews;journal;18790305,13596100;5.332;Q1;175;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1),Endocrinology,Diabetes and Metabolism (Q1),Immunology (Q1),Immunology and Allergy (Q1)
139;29949;Journal of Clinical Oncology;journal;15277755,0732183X;5.261;Q1;600;Cancer Research (Q1),Medicine (miscellaneous) (Q1),Oncology (Q1)
140;13467;Psychological Review;journal;19391471,0033295X;5.233;Q1;230;History and Philosophy of Science (Q1),Psychology (miscellaneous) (Q1)
141;23262;Inventiones Mathematicae;journal;209910,14321297;5.198;Q1;118;Mathematics (miscellaneous) (Q1)
142;19708;FEMS Microbiology Reviews;journal;1686445,15746976;5.184;Q1;237;Infectious Diseases (Q1),Microbiology (Q1)
143;13550;Journal of Climate;journal;15200442,08948760;5.155;Q1;319;Atmospheric Science (Q1)
144;22088;EMBO Reports;journal;14693178,1469221X;5.127;Q1;202;Biochemistry (Q1),Genetics (Q1),Molecular Biology (Q1)
145;14204;Nucleic Acids Research;journal;3051048,13624962;5.092;Q1;607;Genetics (Q1)
146;28981;Journal of Economic Theory;journal;10957235,00220530;5.073;Q1;108;Economics and Econometrics (Q1)
147;26624;Acta Astronomica;journal;15237;5.010;Q1;65;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
148;30039;Journal of Personality and Social Psychology;journal;223514;5.001;Q1;416;Social Psychology (Q1),Sociology and Political Science (Q1)
149;19651;Clinical Microbiology Reviews;journal;8938512,10986618;4.997;Q1;314;Epidemiology (Q1),Immunology and Microbiology (miscellaneous)  (Q1),Infectious Diseases (Q1),Microbiology (medical) (Q1),Public Health,Environmental and Occupational Health (Q1)
150;25454;Blood;journal;15280020,00064970;4.977;Q1;506;Biochemistry (Q1),Cell Biology (Q1),Hematology (Q1),Immunology (Q1)
151;19065;Traffic;journal;16000854,13989220;4.901;Q1;141;Biochemistry (Q1),Cell Biology (Q1),Genetics (Q1),Molecular Biology (Q1),Structural Biology (Q1)
152;17378;Critical Reviews in Biochemistry and Molecular Biology;journal;10409238,15497800;4.838;Q1;117;Biochemistry (Q1),Molecular Biology (Q1)
153;24527;Acta Mathematica;journal;15962;4.832;Q1;73;Mathematics (miscellaneous) (Q1)
154;24721;Annals of Mathematics;journal;0003486X;4.827;Q1;129;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
155;16590;Lancet,The;journal;01406736,1474547X;4.811;Q1;855;Medicine (miscellaneous) (Q1)
156;22687;Angewandte Chemie - International Edition;journal;14337851,15213770;4.797;Q1;612;Catalysis (Q1),Chemistry (miscellaneous) (Q1)
157;26463;Progress in Lipid Research;journal;18732194,01637830;4.776;Q1;162;Biochemistry (Q1),Cell Biology (Q1)
158;26111;Frontiers in Neuroendocrinology;journal;913022,10956808;4.716;Q1;144;Endocrine and Autonomic Systems (Q1)
159;22324;Organization Science;journal;15265455,10477040;4.689;Q1;269;Management of Technology and Innovation (Q1),Organizational Behavior and Human Resource Management (Q1),Strategy and Management (Q1)
160;13174;BioEssays;journal;2659247,15211878;4.657;Q1;196;Biochemistry,Genetics and Molecular Biology (miscellaneous) (Q1)
161;16512;Review of Educational Research;journal;346543,19351046;4.652;Q1;174;Education (Q1)
162;24393;Journal of International Economics;journal;221996;4.648;Q1;151;Economics and Econometrics (Q1),Finance (Q1)
163;17809;Trends in Plant Science;journal;13601385,18784370;4.638;Q1;293;Plant Science (Q1)
164;22961;Journal of Marketing Research;journal;222437,15477193;4.599;Q1;192;Business and International Management (Q1),Economics and Econometrics (Q1),Marketing (Q1)
165;15388;Journal of Applied Psychology;journal;19391854,00219010;4.584;Q1;324;Applied Psychology (Q1)
166;14317;Brain;journal;14602156,00068950;4.575;Q1;365;Medicine (miscellaneous) (Q1),Neurology (clinical) (Q1)
167;12216;Molecular Biology and Evolution;journal;15371719,07374040;4.566;Q1;238;Ecology,Evolution,Behavior and Systematics (Q1),Genetics (Q1),Molecular Biology (Q1)
168;15557;American Political Science Review;journal;15375943,00030550;4.557;Q1;191;Political Science and International Relations (Q1),Sociology and Political Science (Q1)
169;16929;American Sociological Review;journal;31224,19398271;4.551;Q1;222;Sociology and Political Science (Q1)
170;29993;Annual Review of Nutrition;journal;1999885,15454312;4.535;Q1;174;Medicine (miscellaneous) (Q1),Nutrition and Dietetics (Q1)
171;17664;American Journal of Psychiatry;journal;0002953X,15357228;4.532;Q1;381;Psychiatry and Mental Health (Q1)
172;29183;Cancer Research;journal;85472,15387445;4.503;Q1;483;Cancer Research (Q1),Oncology (Q1)
173;24204;Review of Economics and Statistics;journal;346535,15309142;4.488;Q1;189;Economics and Econometrics (Q1),Social Sciences (miscellaneous) (Q1)
174;25487;Diabetes;journal;121797;4.486;Q1;359;Endocrinology,Diabetes and Metabolism (Q1),Internal Medicine (Q1)
175;19669;Current Opinion in Microbiology;journal;18790364,13695270;4.484;Q1;193;Infectious Diseases (Q1),Microbiology (Q1),Microbiology (medical) (Q1)
176;26756;Astronomy and Astrophysics Review;journal;9354956,14320754;4.477;Q1;74;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
177;14855;Cerebral Cortex;journal;10473211,14602200;4.464;Q1;271;Cellular and Molecular Neuroscience (Q1),Cognitive Neuroscience (Q1)
178;26574;Annals of Internal Medicine;journal;15393704,00034820;4.457;Q1;419;Internal Medicine (Q1),Medicine (miscellaneous) (Q1)
179;14599;Ecology Letters;journal;1461023X,14610248;4.455;Q1;298;Ecology,Evolution,Behavior and Systematics (Q1)
180;28418;Brookings Papers on Economic Activity;journal;72303,15334465;4.451;Q1;93;Business,Management and Accounting (miscellaneous) (Q1),Economics and Econometrics (Q1)
181;24046;Seminars in Cancer Biology;journal;10963650,1044579X;4.440;Q1;169;Cancer Research (Q1)
182;28218;Monthly Notices of the Royal Astronomical Society;journal;13652966,00358710;4.434;Q1;357;Astronomy and Astrophysics (Q1),Space and Planetary Science (Q1)
183;19602;Advances in Microbial Physiology;journal;652911;4.431;Q1;70;Microbiology (Q1),Physiology (Q1)
184;19040;Seminars in Cell and Developmental Biology;journal;10963634,10849520;4.419;Q1;160;Cell Biology (Q1),Developmental Biology (Q1)
185;22680;Journal of the American Chemical Society;journal;15205126,00027860;4.413;Q1;674;Biochemistry (Q1),Catalysis (Q1),Chemistry (miscellaneous) (Q1),Colloid and Surface Chemistry (Q1)
186;23157;Strategic Management Journal;journal;10970266,01432100;4.408;Q1;318;Business and International Management (Q1),Strategy and Management (Q1)
187;21100228546;JAMA Internal Medicine;journal;21686114,21686110;4.388;Q1;375;Internal Medicine (Q1)
188;23011;Economic Journal;journal;14680297,00130130;4.384;Q1;179;Economics and Econometrics (Q1)
189;25781;Aldrichimica Acta;journal;25100;4.367;Q1;61;Organic Chemistry (Q1)
190;28980;Journal of Economic Perspectives;journal;8953309;4.330;Q1;213;Economics and Econometrics (Q1)
191;21275;Journal of Immunology;journal;15506606,00221770;4.328;Q1;401;Immunology (Q1)
192;16612;Plant Journal;journal;1365313X,09607412;4.310;Q1;300;Cell Biology (Q1),Genetics (Q1),Plant Science (Q1)
193;12523;Oncogene;journal;14765594,09509230;4.309;Q1;360;Cancer Research (Q1),Genetics (Q1),Molecular Biology (Q1)
194;13649;Annals of Statistics;journal;905364;4.286;Q1;180;Statistics and Probability (Q1),Statistics,Probability and Uncertainty (Q1)
195;22321;Trends in Pharmacological Sciences;journal;18733735,01656150;4.267;Q1;234;Pharmacology (Q1),Toxicology (Q1)
196;14621;Annual Review of Nuclear and Particle Science;book series;1638998;4.238;Q1;109;Nuclear and High Energy Physics (Q1)
197;25143;Advanced Functional Materials;journal;1616301X;4.202;Q1;376;Biomaterials (Q1),Condensed Matter Physics (Q1),Electrochemistry (Q1),Electronic,Optical and Magnetic Materials (Q1),Nanoscience and Nanotechnology (Q1)
198;15478;Journal of Experimental Psychology: General;journal;963445,19392222;4.201;Q1;178;Developmental Neuroscience (Q1),Experimental and Cognitive Psychology (Q1),Medicine (miscellaneous) (Q1),Psychology (miscellaneous) (Q1)
199;64345;Ecological Monographs;journal;129615;4.198;Q1;168;Ecology,Evolution,Behavior and Systematics (Q1)
200;17899;Progress in Materials Science;journal;18732208,00796430;4.193;Q1;210;Materials Science (miscellaneous) (Q1)
201;28996;Journal of Financial Intermediation;journal;10960473,10429570;4.188;Q1;87;Economics and Econometrics (Q1),Finance (Q1)
202;17592;Journal of Biological Chemistry;journal;00219258,1083351X;4.178;Q1;544;Biochemistry (Q1),Cell Biology (Q1),Molecular Biology (Q1)
203;23470;Coordination Chemistry Reviews;journal;108545;4.168;Q1;300;Chemistry (miscellaneous) (Q1)
204;17618;Journal of Molecular Biology;journal;222836,10898638;4.147;Q1;285;Molecular Biology (Q1),Structural Biology (Q1)
205;28973;Journal of Econometrics;journal;3044076;4.131;Q1;177;Applied Mathematics (Q1),Economics and Econometrics (Q1),History and Philosophy of Science (Q1)
206;14179;Annals of Neurology;journal;15318249,03645130;4.124;Q1;321;Neurology (Q1),Neurology (clinical) (Q1)
